date,channel,campaign,clicks,spend,conversions,revenue
2025-07-04,Email,Email - Newsletter,246,32.1972675562183,16,1364.9752584190694
2025-07-04,Email,Email - Promo,239,29.844707625489896,14,1514.0960916617312
2025-07-04,Email,Email - Winback,210,31.975734830942105,20,1819.1885603416995
2025-07-04,Organic,Organic - Content,533,42.442305053813115,11,770.7928823724164
2025-07-04,Organic,Organic - SEO,655,50.85275222482748,26,1779.341925029681
2025-07-04,Organic,Organic - Referral,438,37.55385394147076,21,1623.1168181869887
2025-07-04,Display,Display - Awareness,481,325.8962009257671,2,116.0201245450993
2025-07-04,Display,Display - Retargeting,550,574.9702476359842,8,528.1649355593663
2025-07-04,Display,Display - Programmatic,486,518.11306908505,7,369.32120534121754
2025-07-05,Paid Search,Search - Brand,588,1120.0228109186692,39,3077.3073816246533
2025-07-05,Paid Search,Search - Generic,429,927.3729145674016,16,1155.960657231037
2025-07-05,Paid Search,Search - Competitor,661,1271.1611237865957,25,1774.453490506481
2025-07-05,Paid Social,Social - Prospecting,714,996.8626075511331,11,672.9862047130288
2025-07-05,Paid Social,Social - Retargeting,793,945.0498865156598,21,1260.8931451485416
2025-07-05,Paid Social,Social - Lookalike,734,1030.0056518720744,11,758.375903443987
2025-07-05,Email,Email - Newsletter,252,28.88431042500674,19,1932.1100355696535
2025-07-05,Email,Email - Promo,190,22.916619597929383,12,1245.263369876156
2025-07-05,Email,Email - Winback,178,29.824443045519548,17,1840.2180512585628
2025-07-05,Organic,Organic - Content,519,45.571948508794435,11,868.143158441299
2025-07-05,Organic,Organic - SEO,389,38.127924488124705,4,309.3558644764922
2025-07-05,Organic,Organic - Referral,428,38.003928653274336,19,1339.2858038787172
2025-07-05,Display,Display - Awareness,580,464.91752090828095,10,571.6428225722052
2025-07-05,Display,Display - Retargeting,575,572.4443159595024,8,550.5476353036652
2025-07-05,Display,Display - Programmatic,481,479.41673216422794,6,335.6786574001371
2025-07-06,Paid Search,Search - Brand,811,1870.0426457876354,50,4585.9687449637
2025-07-06,Paid Search,Search - Generic,593,1043.1561395916647,35,2536.115207998393
2025-07-06,Paid Search,Search - Competitor,725,1645.4402080732925,32,2678.7575428302607
2025-07-06,Paid Social,Social - Prospecting,743,917.2619870364076,8,567.885302358761
2025-07-06,Paid Social,Social - Retargeting,593,861.5266769053527,21,1608.9302835826588
2025-07-06,Paid Social,Social - Lookalike,725,791.9895949277777,19,1332.732458669361
2025-07-06,Email,Email - Newsletter,233,32.37581396099434,19,1979.5512081997776
2025-07-06,Email,Email - Promo,206,28.92155335651975,14,1219.7318652184463
2025-07-06,Email,Email - Winback,200,31.12386744670496,22,1838.73819135277
2025-07-06,Organic,Organic - Content,488,52.36551287048564,12,892.3802576257497
2025-07-06,Organic,Organic - SEO,415,35.35828192049317,17,1290.607376937084
2025-07-06,Organic,Organic - Referral,534,54.10120103793383,16,1429.7772808907462
2025-07-06,Display,Display - Awareness,616,633.2536612190938,3,180.23079508657128
2025-07-06,Display,Display - Retargeting,427,364.1774805913143,4,261.51091521011585
2025-07-06,Display,Display - Programmatic,463,455.49841117543036,2,107.90336199314014
2025-07-07,Paid Search,Search - Brand,586,976.3476718857315,33,2773.848035895391
2025-07-07,Paid Search,Search - Generic,617,1304.3430786937713,31,2247.0343540375015
2025-07-07,Paid Search,Search - Competitor,598,1210.1355360913544,30,2449.2328808767857
2025-07-07,Paid Social,Social - Prospecting,616,731.3270344630336,4,302.10102897249556
2025-07-07,Paid Social,Social - Retargeting,715,853.0476971148912,9,578.4208685895908
2025-07-07,Paid Social,Social - Lookalike,643,716.351391543722,18,1254.9728184769906
2025-07-07,Email,Email - Newsletter,190,30.02671004332735,4,434.85444614219716
2025-07-07,Email,Email - Promo,210,38.891098503321736,16,1597.0032616030326
2025-07-07,Email,Email - Winback,218,34.05505818503307,13,1243.1925681447196
2025-07-07,Organic,Organic - Content,581,50.23340383846734,15,1257.7307455919301
2025-07-07,Organic,Organic - SEO,573,63.10169332260629,26,1768.706631108263
2025-07-07,Organic,Organic - Referral,487,40.877937477946354,23,1567.0234371245672
2025-07-07,Display,Display - Awareness,420,455.65516034719286,2,111.8045548974264
2025-07-07,Display,Display - Retargeting,369,250.133872306218,4,240.87755530980786
2025-07-07,Display,Display - Programmatic,432,311.69492829123527,4,215.62984316217543
2025-07-08,Paid Search,Search - Brand,475,901.3238761179067,24,1746.1102235613812
2025-07-08,Paid Search,Search - Generic,535,1248.0976603639099,18,1566.868302670289
2025-07-08,Paid Search,Search - Competitor,682,1447.1223242567885,23,2050.0174756461383
2025-07-08,Paid Social,Social - Prospecting,701,822.0552055856765,9,680.1809468443602
2025-07-08,Paid Social,Social - Retargeting,838,1105.7548713692943,20,1367.7513320765643
2025-07-08,Paid Social,Social - Lookalike,682,912.3163756755516,10,588.3312796575732
2025-07-08,Email,Email - Newsletter,187,21.98352375452774,14,1220.2260307457
2025-07-08,Email,Email - Promo,282,49.442405719332115,10,951.8966842128082
2025-07-08,Email,Email - Winback,126,17.532073913576678,11,1102.5169268777936
2025-07-08,Organic,Organic - Content,527,60.54820571356419,6,511.18003385548684
2025-07-08,Organic,Organic - SEO,454,35.03172795789538,17,1505.8120810530702
2025-07-08,Organic,Organic - Referral,471,51.112872503139286,17,1139.615619366438
2025-07-08,Display,Display - Awareness,493,404.6845325037182,3,187.89868849980792
2025-07-08,Display,Display - Retargeting,557,595.3777659126677,5,278.4279837352031
2025-07-08,Display,Display - Programmatic,545,463.44534470381063,6,312.80514995960516
2025-07-09,Paid Search,Search - Brand,544,951.7947418454961,28,2341.4150182091985
2025-07-09,Paid Search,Search - Generic,668,1067.409940731118,30,2513.971610291917
2025-07-09,Paid Search,Search - Competitor,643,1341.9727234644843,17,1210.8004632001516
2025-07-09,Paid Social,Social - Prospecting,714,887.4299634457415,10,745.1723855371359
2025-07-09,Paid Social,Social - Retargeting,651,735.662866343086,14,1025.2707643875644
2025-07-09,Paid Social,Social - Lookalike,549,594.7369009775225,8,487.0788535188679
2025-07-09,Email,Email - Newsletter,177,32.07442544254699,9,788.9035338670452
2025-07-09,Email,Email - Promo,275,47.07183094963279,11,1085.7183370067944
2025-07-09,Email,Email - Winback,263,44.31905775518557,25,2669.2472431257124
2025-07-09,Organic,Organic - Content,481,42.92094838879926,9,779.2767446407067
2025-07-09,Organic,Organic - SEO,533,53.54505710174674,18,1253.4903598996
2025-07-09,Organic,Organic - Referral,427,40.20378033205914,10,810.4206346590693
2025-07-09,Display,Display - Awareness,345,362.3204695457392,2,135.73740028698688
2025-07-09,Display,Display - Retargeting,504,394.6168230786091,4,242.33817378719425
2025-07-09,Display,Display - Programmatic,398,327.3285547694694,5,268.8795800512795
2025-07-10,Paid Search,Search - Brand,655,1188.9795274882354,45,3359.6866131341344
2025-07-10,Paid Search,Search - Generic,719,1431.6852929339739,23,2059.8140545045076
2025-07-10,Paid Search,Search - Competitor,344,779.7322833859447,16,1319.8634138534726
2025-07-10,Paid Social,Social - Prospecting,667,906.2324924340525,6,418.7043359916416
2025-07-10,Paid Social,Social - Retargeting,689,638.5155725240226,16,1137.0235352794862
2025-07-10,Paid Social,Social - Lookalike,892,1229.1465449302398,16,1159.3829879305101
2025-07-10,Email,Email - Newsletter,229,40.75951061047621,18,1616.49491538644
2025-07-10,Email,Email - Promo,196,32.777581113297764,15,1508.7548310176758
2025-07-10,Email,Email - Winback,187,22.984362905395813,14,1302.7100997287105
2025-07-10,Organic,Organic - Content,556,60.38361020447449,21,1617.4709327677565
2025-07-10,Organic,Organic - SEO,428,50.34562909667155,19,1442.054803267069
2025-07-10,Organic,Organic - Referral,446,35.30239406164879,15,1010.540179678607
2025-07-10,Display,Display - Awareness,524,499.53133824228155,7,481.39313624182455
2025-07-10,Display,Display - Retargeting,474,369.84294909139743,5,311.89369281615245
2025-07-10,Display,Display - Programmatic,532,577.1673834358306,7,453.32256396465885
2025-07-11,Paid Search,Search - Brand,532,785.0153664229263,41,3859.6778029487905
2025-07-11,Paid Search,Search - Generic,634,1407.3595681998338,21,1900.312133846476
2025-07-11,Paid Search,Search - Competitor,653,1077.6840207694659,30,2404.6139031374246
2025-07-11,Paid Social,Social - Prospecting,632,907.69712388548,8,504.8902566563744
2025-07-11,Paid Social,Social - Retargeting,697,827.7194607282462,17,1308.0533614804613
2025-07-11,Paid Social,Social - Lookalike,814,1136.3069051294058,16,946.2063260958272
2025-07-11,Email,Email - Newsletter,273,35.429255965627945,8,682.5519889818397
2025-07-11,Email,Email - Promo,223,29.064153043694077,17,1632.2280338776477
2025-07-11,Email,Email - Winback,182,28.03007697016852,12,1117.6501118738022
2025-07-11,Organic,Organic - Content,437,46.84829990754811,13,981.4092417820256
2025-07-11,Organic,Organic - SEO,433,45.71577133764311,14,1085.6385185985905
2025-07-11,Organic,Organic - Referral,536,43.352705496552424,25,1974.7901119616486
2025-07-11,Display,Display - Awareness,431,412.41672291901614,4,239.2886487689489
2025-07-11,Display,Display - Retargeting,406,421.91921704150883,9,534.2919399489328
2025-07-11,Display,Display - Programmatic,560,442.63110120698593,4,252.4222226249411
2025-07-12,Paid Search,Search - Brand,538,818.1014046882224,33,2412.3560626347526
2025-07-12,Paid Search,Search - Generic,501,998.5836699648255,16,1380.7926976361198
2025-07-12,Paid Search,Search - Competitor,477,1048.701592037664,19,1708.862901457953
2025-07-12,Paid Social,Social - Prospecting,599,641.7938199383544,10,741.6423275074886
2025-07-12,Paid Social,Social - Retargeting,772,1025.9386611211803,15,1105.0906993348253
2025-07-12,Paid Social,Social - Lookalike,579,846.6467220454972,9,614.0670184882001
2025-07-12,Email,Email - Newsletter,212,28.634601902309047,13,1344.3839408219044
2025-07-12,Email,Email - Promo,182,26.969607044701682,12,1051.0375906410009
2025-07-12,Email,Email - Winback,209,35.57593876105742,9,906.329146417779
2025-07-12,Organic,Organic - Content,453,37.902644094088664,20,1444.8641830951476
2025-07-12,Organic,Organic - SEO,581,59.262121899514575,21,1621.8311663424938
2025-07-12,Organic,Organic - Referral,638,64.80228334909673,18,1596.2750655343145
2025-07-12,Display,Display - Awareness,394,407.99127345432106,4,214.25074255915098
2025-07-12,Display,Display - Retargeting,544,413.2518597379047,12,760.2036692228627
2025-07-12,Display,Display - Programmatic,465,392.0558536596354,3,193.01380962353727
2025-07-13,Paid Search,Search - Brand,719,1171.9747832049004,35,2615.156170534938
2025-07-13,Paid Search,Search - Generic,569,931.3089684206388,14,1230.3355813240748
2025-07-13,Paid Search,Search - Competitor,744,1260.0449942331634,34,3204.0114762739786
2025-07-13,Paid Social,Social - Prospecting,744,715.0238527224972,13,752.6063387544779
2025-07-13,Paid Social,Social - Retargeting,583,647.3269606915386,17,1001.5081395581975
2025-07-13,Paid Social,Social - Lookalike,837,1095.2860453122041,17,1189.5294967439531
2025-07-13,Email,Email - Newsletter,221,31.189751132007483,13,1197.8261356685714
2025-07-13,Email,Email - Promo,191,23.206481937737188,20,1766.5612177974128
2025-07-13,Email,Email - Winback,202,36.1464295368167,11,1133.625395423046
2025-07-13,Organic,Organic - Content,555,66.25553124184958,11,794.0073909231983
2025-07-13,Organic,Organic - SEO,570,67.27707661009089,11,882.6352037383044
2025-07-13,Organic,Organic - Referral,521,54.047552022116726,16,1428.3089073440979
2025-07-13,Display,Display - Awareness,448,473.3434038634217,2,108.1927868793518
2025-07-13,Display,Display - Retargeting,419,427.95147314124245,3,186.8556849008186
2025-07-13,Display,Display - Programmatic,534,464.52462700941516,4,235.78955179522606
2025-07-14,Paid Search,Search - Brand,671,1191.5770971128068,44,4131.187061751871
2025-07-14,Paid Search,Search - Generic,599,1374.9775056481842,22,1838.179554277726
2025-07-14,Paid Search,Search - Competitor,426,634.5948432076152,15,1182.355203550345
2025-07-14,Paid Social,Social - Prospecting,725,954.1535457025594,12,747.6430645315527
2025-07-14,Paid Social,Social - Retargeting,701,983.9920347938856,17,1035.7380753467737
2025-07-14,Paid Social,Social - Lookalike,429,533.5839575941254,8,575.9573630988957
2025-07-14,Email,Email - Newsletter,221,26.315813356414335,16,1491.888506532639
2025-07-14,Email,Email - Promo,221,30.016544833324485,17,1637.3769815932546
2025-07-14,Email,Email - Winback,235,37.74171984344529,17,1796.1063613869833
2025-07-14,Organic,Organic - Content,371,34.04379729220478,20,1581.3423655411905
2025-07-14,Organic,Organic - SEO,602,55.57569900791431,14,944.2279130304852
2025-07-14,Organic,Organic - Referral,723,54.46170382426024,15,1082.1806183636668
2025-07-14,Display,Display - Awareness,451,341.53985314751003,2,115.370117200936
2025-07-14,Display,Display - Retargeting,504,431.5511375986979,8,521.4985029062703
2025-07-14,Display,Display - Programmatic,446,373.23252495133676,5,322.8590928025415
2025-07-15,Paid Search,Search - Brand,629,1252.969632258987,41,3684.0496405518707
2025-07-15,Paid Search,Search - Generic,654,1280.066801387312,20,1535.8738567489795
2025-07-15,Paid Search,Search - Competitor,531,782.9582000551374,18,1563.2491416979474
2025-07-15,Paid Social,Social - Prospecting,827,1020.187597474378,20,1500.4016845160288
2025-07-15,Paid Social,Social - Retargeting,708,815.3458112384797,16,1175.5319371192422
2025-07-15,Paid Social,Social - Lookalike,688,739.9129052446956,14,873.0640551238976
2025-07-15,Email,Email - Newsletter,270,44.90536052428836,25,2313.2094217321614
2025-07-15,Email,Email - Promo,255,36.94616556423634,15,1286.9810510742905
2025-07-15,Email,Email - Winback,224,25.56646108300762,17,1647.5511434016848
2025-07-15,Organic,Organic - Content,506,48.80443291235261,15,1067.0234422281715
2025-07-15,Organic,Organic - SEO,443,48.48808407554611,20,1738.4056281509388
2025-07-15,Organic,Organic - Referral,522,41.05401906538584,22,1891.7340499555307
2025-07-15,Display,Display - Awareness,604,480.00193277772155,2,134.46949540246035
2025-07-15,Display,Display - Retargeting,555,446.79991795220235,3,196.15266205990625
2025-07-15,Display,Display - Programmatic,437,425.3912992313584,6,381.1605308467078
2025-07-16,Paid Search,Search - Brand,602,1245.6929982002296,39,3181.4928177169236
2025-07-16,Paid Search,Search - Generic,558,1165.0209348057917,23,1623.0543547199788
2025-07-16,Paid Search,Search - Competitor,446,880.4705259412394,20,1522.4043438157116
2025-07-16,Paid Social,Social - Prospecting,810,1147.7625740356252,15,1036.5604621658147
2025-07-16,Paid Social,Social - Retargeting,820,1159.8659994464765,19,1405.221236092396
2025-07-16,Paid Social,Social - Lookalike,698,759.6447942455468,17,1036.2447722747959
2025-07-16,Email,Email - Newsletter,231,34.36031394092803,20,1911.3921150453532
2025-07-16,Email,Email - Promo,213,24.352994059090108,8,805.6013012440931
2025-07-16,Email,Email - Winback,211,34.83028864110786,21,1783.3031986761762
2025-07-16,Organic,Organic - Content,554,56.177673695363765,21,1697.872788678739
2025-07-16,Organic,Organic - SEO,424,44.6885838651301,15,1019.5994096038778
2025-07-16,Organic,Organic - Referral,594,62.331776036211465,12,885.9132658249399
2025-07-16,Display,Display - Awareness,377,421.49814435050735,6,312.8862736415662
2025-07-16,Display,Display - Retargeting,446,346.26846184718573,8,483.97154781993385
2025-07-16,Display,Display - Programmatic,517,549.1767314438493,2,132.46546095050553
2025-07-17,Paid Search,Search - Brand,629,1257.5850158939677,33,2317.710647311634
2025-07-17,Paid Search,Search - Generic,546,1273.7543202311176,16,1367.0849494564895
2025-07-17,Paid Search,Search - Competitor,534,844.6650859196444,26,1976.607241714723
2025-07-17,Paid Social,Social - Prospecting,737,839.9055299659266,13,943.2121433234064
2025-07-17,Paid Social,Social - Retargeting,628,894.3735444014933,15,1171.9442292092658
2025-07-17,Paid Social,Social - Lookalike,584,586.9815810837665,16,1109.1060819660845
2025-07-17,Email,Email - Newsletter,207,36.36942484002114,14,1362.4115002093993
2025-07-17,Email,Email - Promo,225,28.011397547983062,18,1765.3609978833408
2025-07-17,Email,Email - Winback,234,30.50812126464318,12,1011.5522263185201
2025-07-17,Organic,Organic - Content,434,37.13162838830669,18,1196.265309539322
2025-07-17,Organic,Organic - SEO,479,45.016865348518984,11,852.6806202240937
2025-07-17,Organic,Organic - Referral,524,48.25570984657761,17,1224.3017387180419
2025-07-17,Display,Display - Awareness,408,326.0053950125042,1,60.724735948164636
2025-07-17,Display,Display - Retargeting,535,457.5065939676832,11,632.3546169677016
2025-07-17,Display,Display - Programmatic,553,586.159780024434,3,204.84169283915435
2025-07-18,Paid Search,Search - Brand,501,917.3652453728267,28,2302.4268395334734
2025-07-18,Paid Search,Search - Generic,609,1095.0742388907238,25,1983.949109251691
2025-07-18,Paid Search,Search - Competitor,704,1219.4518345050594,25,1948.993566356068
2025-07-18,Paid Social,Social - Prospecting,711,659.7907015684291,9,682.6444044560824
2025-07-18,Paid Social,Social - Retargeting,545,630.4988415141177,17,1262.0597166604057
2025-07-18,Paid Social,Social - Lookalike,843,1060.0971137816034,10,589.3585148007061
2025-07-18,Email,Email - Newsletter,268,32.035728089379745,18,1472.6274485176132
2025-07-18,Email,Email - Promo,213,32.564065105567714,17,1411.5424388438141
2025-07-18,Email,Email - Winback,259,33.23620592562525,20,1918.9372055717436
2025-07-18,Organic,Organic - Content,463,53.52832832282259,19,1643.6246160323476
2025-07-18,Organic,Organic - SEO,662,75.48129890135904,20,1687.902597717084
2025-07-18,Organic,Organic - Referral,510,56.79457493758318,17,1146.5860966668586
2025-07-18,Display,Display - Awareness,478,399.09093798320976,2,113.41684253324644
2025-07-18,Display,Display - Retargeting,525,477.21000454264714,7,445.8950803095213
2025-07-18,Display,Display - Programmatic,569,406.15777124302895,4,204.6777858280555
2025-07-19,Paid Search,Search - Brand,576,1362.691607284536,30,2162.7906027092617
2025-07-19,Paid Search,Search - Generic,642,1204.730720143758,30,2564.72506778578
2025-07-19,Paid Search,Search - Competitor,524,1096.6411896796249,17,1586.657728331732
2025-07-19,Paid Social,Social - Prospecting,801,1178.328698160184,18,1384.9966074078852
2025-07-19,Paid Social,Social - Retargeting,787,1162.769323761156,15,991.8208273733443
2025-07-19,Paid Social,Social - Lookalike,691,855.7366822110864,11,657.4346074003773
2025-07-19,Email,Email - Newsletter,278,51.1941565854008,13,1372.1240871040036
2025-07-19,Email,Email - Promo,163,28.43154488367727,12,999.5726395073054
2025-07-19,Email,Email - Winback,198,29.877378833404666,13,1154.3714774008708
2025-07-19,Organic,Organic - Content,704,74.47341223233116,23,1813.7312876451792
2025-07-19,Organic,Organic - SEO,706,74.62585339501771,23,1657.2992811148326
2025-07-19,Organic,Organic - Referral,654,66.59049762528247,21,1827.846026651159
2025-07-19,Display,Display - Awareness,522,402.4339551853515,2,122.52743575188306
2025-07-19,Display,Display - Retargeting,525,383.8693989379242,15,860.674537401013
2025-07-19,Display,Display - Programmatic,481,475.6342969886418,3,180.80121682146208
2025-07-20,Paid Search,Search - Brand,533,794.5088421018104,36,2569.562600429557
2025-07-20,Paid Search,Search - Generic,544,1207.6678819529893,21,1861.9487768704291
2025-07-20,Paid Search,Search - Competitor,594,967.5100514262441,23,1661.9491552688453
2025-07-20,Paid Social,Social - Prospecting,820,835.9048511080398,10,769.2188446180751
2025-07-20,Paid Social,Social - Retargeting,857,1114.6936414460602,25,1848.7275584677825
2025-07-20,Paid Social,Social - Lookalike,844,929.1308459408864,19,1295.7128562753953
2025-07-20,Email,Email - Newsletter,204,25.556162375703934,14,1404.0362377935385
2025-07-20,Email,Email - Promo,257,33.39395820883755,29,2415.257152187957
2025-07-20,Email,Email - Winback,226,37.69775350883613,13,1132.1936787351058
2025-07-20,Organic,Organic - Content,485,44.764693079797915,25,1925.6158826401045
2025-07-20,Organic,Organic - SEO,665,60.207683912657124,22,1917.5945833459507
2025-07-20,Organic,Organic - Referral,466,35.30093993418729,9,788.4970772802252
2025-07-20,Display,Display - Awareness,451,442.4129889791509,8,497.01085819591646
2025-07-20,Display,Display - Retargeting,421,338.6589759114642,9,504.70190520364105
2025-07-20,Display,Display - Programmatic,515,452.76430276355654,4,245.39049515511678
2025-07-21,Paid Search,Search - Brand,564,951.7828383723456,52,4684.2814688831195
2025-07-21,Paid Search,Search - Generic,604,1365.3406524077348,29,2446.0369420729926
2025-07-21,Paid Search,Search - Competitor,640,1324.6486574491985,31,2472.431238474576
2025-07-21,Paid Social,Social - Prospecting,851,961.1890076337685,12,785.8272473388251
2025-07-21,Paid Social,Social - Retargeting,703,879.1119892687535,14,983.0503050950741
2025-07-21,Paid Social,Social - Lookalike,648,733.0174053012813,13,837.6148840157892
2025-07-21,Email,Email - Newsletter,233,34.10479666188509,21,1799.84790053741
2025-07-21,Email,Email - Promo,276,39.01149931853118,27,2412.2026562045653
2025-07-21,Email,Email - Winback,231,42.46279554642151,30,2697.7622836325377
2025-07-21,Organic,Organic - Content,469,55.82469728754996,14,1218.1891608828846
2025-07-21,Organic,Organic - SEO,578,60.67412960163993,11,899.6042115875898
2025-07-21,Organic,Organic - Referral,483,45.29017653475558,12,801.0342143253897
2025-07-21,Display,Display - Awareness,498,364.7095143807999,5,279.5726757017161
2025-07-21,Display,Display - Retargeting,426,378.17533917373134,8,466.09073005483634
2025-07-21,Display,Display - Programmatic,513,490.25802407799216,7,451.9737596047405
2025-07-22,Paid Search,Search - Brand,503,944.4045495901702,23,2095.2916101183746
2025-07-22,Paid Search,Search - Generic,699,1513.254677387836,40,3400.0457573810572
2025-07-22,Paid Search,Search - Competitor,477,686.2627888292889,20,1542.9417829590468
2025-07-22,Paid Social,Social - Prospecting,692,848.7862903258199,11,794.8215120570254
2025-07-22,Paid Social,Social - Retargeting,581,601.260430240364,9,595.8117623144665
2025-07-22,Paid Social,Social - Lookalike,737,1072.7645235686612,9,613.2731482667076
2025-07-22,Email,Email - Newsletter,235,29.10018507303824,14,1267.1146835064324
2025-07-22,Email,Email - Promo,186,25.10735225843017,15,1263.6686308955568
2025-07-22,Email,Email - Winback,244,35.14810326616443,11,1065.1145425053012
2025-07-22,Organic,Organic - Content,502,39.47219781633285,14,982.4700631198822
2025-07-22,Organic,Organic - SEO,495,44.90632943599545,13,902.9320652468513
2025-07-22,Organic,Organic - Referral,472,53.169478232593974,18,1569.0875872603945
2025-07-22,Display,Display - Awareness,331,302.76436324271157,3,177.4302052829159
2025-07-22,Display,Display - Retargeting,442,433.0274529644348,5,286.1490115920635
2025-07-22,Display,Display - Programmatic,528,378.82073378966334,9,499.56256660422565
2025-07-23,Paid Search,Search - Brand,649,1282.4768509765274,41,3434.0639589853195
2025-07-23,Paid Search,Search - Generic,625,1283.325364783407,27,2219.219905471893
2025-07-23,Paid Search,Search - Competitor,455,970.7541196113806,15,1241.7041448348455
2025-07-23,Paid Social,Social - Prospecting,829,750.1742997286834,14,831.727790271316
2025-07-23,Paid Social,Social - Retargeting,802,1161.966207589245,19,1404.560370124707
2025-07-23,Paid Social,Social - Lookalike,837,933.3252017208498,13,837.8704944025014
2025-07-23,Email,Email - Newsletter,220,33.12369921024817,11,960.6501111997725
2025-07-23,Email,Email - Promo,242,44.451904085599075,18,1760.0290725281443
2025-07-23,Email,Email - Winback,206,27.53365821256749,15,1566.4556236393396
2025-07-23,Organic,Organic - Content,602,72.07373708671956,24,1887.679963684687
2025-07-23,Organic,Organic - SEO,526,59.28443688260255,17,1355.3498943204952
2025-07-23,Organic,Organic - Referral,610,75.00093620967363,14,1239.1785823935913
2025-07-23,Display,Display - Awareness,612,610.5236137043819,6,371.6102412958735
2025-07-23,Display,Display - Retargeting,552,526.5237978281242,5,280.75195031108376
2025-07-23,Display,Display - Programmatic,475,451.79421731248055,3,163.39509516229475
2025-07-24,Paid Search,Search - Brand,670,1133.8495718257172,49,3500.8401997096903
2025-07-24,Paid Search,Search - Generic,693,1544.8955727046439,31,2552.9986008243795
2025-07-24,Paid Search,Search - Competitor,580,1318.6830007221972,24,1960.4016897164722
